phylum,subphylum,infraphylum,class,subclass,division,subdivision,order,family,genus,speciesbinomial,commonname
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Carangidae,Naucrates,Naucrates ductor,Pilotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Carangidae,Scomberoides,Scomberoides lysan,Leatherback
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Carangidae,Selar,Selar crumenophthalmus,Bigeye scad
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Carangidae,Seriola,Seriola lalandi,Yellowtail kingfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Carangidae,Seriola,Seriola rivoliana,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Carangidae,Trachinotus,Trachinotus baillonii,Black-spotted dart
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Carangidae,Uraspis,Uraspis secunda,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Carangidae,Uraspis,Uraspis sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon auriga,Threadfin butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon bennetti,Bennett's butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Speckled butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon ephippium,Saddled butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon flavirostris,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon lineolatus,Lined butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon lunula,Raccoon butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon lunulatus,Oval Butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon mertensii,Merten's butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon ornatissimus,Ornate butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon pelewensis,Dot and dash butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon quadrimaculatus,Fourspot butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon rafflesii,Latticed butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon reticulatus,Reticulated butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon semeion,Dotted butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon trichrous,Tahiti butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon trifascialis,Chevroned butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon ulietensis,Pacfic doublesaddled butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon unimaculatus,Teardrop butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Chaetodon,Chaetodon vagabundus,Vagabond butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Forcipiger,Forcipiger flavissimus,Forcepsfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Forcipiger,Forcipiger longirostris,Longnose butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Hemitaurichthys,Hemitaurichthys polylepis,Pyramid butterflyfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Hemitaurichthys,Hemitaurichthys thompsoni,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Heniochus,Heniochus acuminatus,Longfin bannerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Heniochus,Heniochus chrysostomus,Pennant bannerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Heniochus,Heniochus monoceros,Masked bannerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Heniochus,Heniochus varius,Humphead bannerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Chaetodontidae,Megaprotodon,Megaprotodon trifascialis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Cirrhitidae,Amblycirrhitus,Amblycirrhitus bimacula,Twospot hawkfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Cirrhitidae,Cirrhitichthys,Cirrhitichthys oxycephalus,Pixy hawkfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Cirrhitidae,Cirrhitus,Cirrhitus pinnulatus,Stocky hawkfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Cirrhitidae,Neocirrhites,Neocirrhites armatus,Flame hawkfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Cirrhitidae,Oxycirrhites,Oxycirrhites typus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Cirrhitidae,Paracirrhites,Paracirrhites arcatus,Arc-eye hawkfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Cirrhitidae,Paracirrhites,Paracirrhites forsteri,Blackside hawkfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Cirrhitidae,Paracirrhites,Paracirrhites hemistictus,Whitespot hawkfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Cirrhitidae,Paracirrhites,Paracirrhites xanthus,Yellow hawkfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Clinidae,Heteroclinus,Heteroclinus roseus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Creediidae,Crystallodytes,Crystallodytes cookei,Hawaiian creediid fish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Echeneidae,Echeneis,Echeneis naucrates,Sharksuccker
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Echeneidae,Remora,Remora remora,remora
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Eleotridae,Calumia,Calumia godeffroyi,Tailface Sleeper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Eleotridae,Eleotris,Eleotris spp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Eleotridae,Hypseleotris,Hypseleotris sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Emmelichthyidae,Erythrocles,Erythrocles scintillans,Yellow or Golden Kalekale
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Ephippidae,Platax,Platax orbicularis,Circular spadefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Ephippidae,Platax,Platax teira,Longfin Spadefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gempylidae,Ruvettus,Ruvettus pretiosus,Oilfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Amblyeleotris,Amblyeleotris fasciata,Katherine's shrimp goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Amblygobius,Amblygobius nocturnus,Nocturn goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Amblygobius,Amblygobius phalaena,Brown-barred goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Asterropteryx,Asterropteryx ensifera,Blue-speckled rubble goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Asterropteryx,Asterropteryx semipunctata,Starry goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Asterropteryx,Asterropteryx striata,Striped goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Awaous,Awaous ocellaris,Spotfit River Goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Bathygobius,Bathygobius cocosensis,Cocos frill-goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Bathygobius,Bathygobius cotticeps,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Bryaninops,Bryaninops sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Bryaninops,Bryaninops tigris,Blackcoral Goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Bryaninops,Bryaninops yongei,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Cabillus,Cabillus sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Callogobius,Callogobius sclateri,Pacific goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Cryptocentrus,Cryptocentrus sp.,Reef flat shrimpgoby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Ctenogobiops,Ctenogobiops feroculus,Fierce Shrimpgoby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Ctenogobiops,Ctenogobiops sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Discordipinna,Discordipinna griessingeri,Spikefin goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Eviota,Eviota afelei,Afele's fringefin goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Eviota,Eviota albolineata,Whiteline pygmy goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Eviota,Eviota (cf) sp.,Unidentified Bubble Goby (Green?)
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Eviota,Eviota disrupta,Brokenbar pygmygoby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Eviota,Eviota distigma,Twospot pygmy goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Eviota,Eviota infulata,Infulata pygmy goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Eviota,Eviota pseudostigma,Halfspot pygmygoby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Eviota,Eviota sp.,Unidentified Eviota
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Eviota,Eviota sp. 2,Unidentified Eviota 2
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Eviota,Eviota sp. 3,Unidentified Eviota 3
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Fusigobius,Fusigobius duospilus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Fusigobius,Fusigobius humeralis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Fusigobius,Fusigobius neophytus,Sand Goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Gnatholepis,Gnatholepis anjerensis,Eyebar goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Gnatholepis,Gnatholepis cauerensis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Gobiodon,Gobiodon histrio,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Gobiodon,Gobiodon quinquestrigatus (cf),Unknown Coral Goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Gobiodon,Gobiodon sp.,Unidentified Goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Gobiodon,Gobiodon spp.,Maroon coralgoby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Gobiopsis,Gobiopsis exigua,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Gunnellichthys,Gunnellichthys curiosus,Curious wormfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Gunnellichthys,Gunnellichthys monostigma,Onespot wormfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Mahidolia,Mahidolia mystacina,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Nemateleotris,Nemateleotris helfrichi,Helfrich's dartfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Nemateleotris,Nemateleotris magnifica,Fire dartfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Oligolepis,Oligolepis stomias,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Oplopomus,Oplopomus oplopomus,Spinecheek goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Oxyurichthys,Oxyurichthys notonema,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Oxyurichthys,Oxyurichthys papuensis,Frogface goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Oxyurichthys,Oxyurichthys tentacularis,Tentacled goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Paragobiodon,Paragobiodon echinocephalus,Redhead goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Paragobiodon,Paragobiodon lacunicolus,Blackfin coralgoby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Paragobiodon,Paragobiodon modestus,Warthead coralgoby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Pleurosicya,Pleurosicya micheli,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Priolepis,Priolepis ailina,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Priolepis,Priolepis cincta,Convict goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Priolepis,Priolepis compita,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Priolepis,Priolepis farcimen,Bluebar goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Priolepis,Priolepis inhaca,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Priolepis,Priolepis semidoliata,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Priolepis,Priolepis squamogena,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Priolepis,Priolepis triops,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Ptereleotris,Ptereleotris evides,Blackfin dartfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Ptereleotris,Ptereleotris hanae,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Ptereleotris,Ptereleotris heteroptera,Spot-tail dartfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Ptereleotris,Ptereleotris microlepis,Pearly dartfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Ptereleotris,Ptereleotris monoptera,Monofin dartfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Ptereleotris,Ptereleotris zebra,Zebra dartfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Sicyopterus,Sicyopterus lagocephalus,Red-tailed goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Stenogobius,Stenogobius genivittatus,Chinstripe Goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Stiphodon,Stiphodon elegans,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Stiphodon,Stiphodon julieni,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Stiphodon,Stiphodon sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Trimma,Trimma taylori,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Trimma,Trimma unisquamis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Trimmatom,Trimmatom eviotops,Blue-barred dwarf goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Valenciennea,Valenciennea strigata,Blue-streak Goby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Vanderhorstia,Vanderhorstia ornatissima,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Vanderhorstia,Vanderhorstia sp.,Black-blotched shrimpgby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Gobiidae,Vanderhorstia,Vanderhorstia steelei,NULL
